STPUMA	SERIALNO	SPORDER	ADJINC	PWGTP	SEX	RACE	AGE	COW	JWMNP	JWRIP	JWTR	MAR	REL	RETP	SCH	SCHG	SCHL	WAGP	WKHP	WKL	ESR	HISP	INDP	JWAP	JWDP	MSP	PAOC	OCCP	PINCP	POVPIP	POWPUMA	TYPE	IN_CMA
1703102	7170705041	4	1051849	64	2	1	13	0	0	0	0	5	2	0	3	4	3	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170705136	1	1051849	107	1	1	22	1	15	1	1	5	0	0	1	0	11	20900	40	1	1	1	770	79	37	6	0	6260	20900	197	3100	1	1
1703102	7170705136	2	1051849	229	2	1	21	2	2	1	1	5	9	0	1	0	11	20000	30	1	1	1	8190	86	47	6	4	5310	20120	189	3100	1	1
1703102	7170705136	3	1051849	182	1	1	2	0	0	0	0	5	12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1703102	7170706487	1	1051849	61	2	8	52	0	0	0	0	1	0	0	1	0	3	0	0	3	6	2	0	0	0	1	4	0	0	120	0	1	1
1703102	7170706487	2	1051849	57	1	8	44	1	30	1	1	1	1	0	1	0	3	20000	40	1	1	2	7580	64	19	1	0	9620	20000	120	3100	1	1
1703102	7170706487	3	1051849	50	2	8	4	0	0	0	0	5	5	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	120	0	1	1
1703102	7170706487	4	1051849	70	2	8	26	1	30	1	1	2	8	0	1	0	9	20000	40	1	1	2	7580	40	7	3	4	8960	20000	186	3100	1	1
1703102	7170706487	5	1051849	57	1	8	23	4	30	1	1	2	8	0	1	0	3	20000	40	1	1	2	7580	226	130	3	0	8960	20000	186	3100	1	1
1703102	7170706487	6	1051849	58	1	8	21	0	0	0	0	2	8	0	1	0	3	0	0	3	6	2	0	0	0	3	0	0	0	0	0	1	1
1703102	7170706973	1	1051849	22	2	1	45	2	15	3	1	1	0	0	1	0	13	14000	35	1	1	1	7860	86	44	1	2	2540	14000	501	3100	1	1
1703102	7170706973	2	1051849	23	1	1	45	1	40	1	1	1	1	0	1	0	15	100000	60	1	1	1	7270	90	43	1	0	2100	100000	501	3200	1	1
1703102	7170706973	3	1051849	28	1	1	16	0	0	0	0	5	2	0	3	5	6	0	0	3	6	1	0	0	0	6	0	0	0	501	0	1	1
1703102	7170706973	4	1051849	22	1	1	14	0	0	0	0	5	2	0	3	4	4	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170708584	1	1051849	36	2	1	21	1	183	1	1	5	0	0	1	0	10	32000	35	1	1	1	7980	122	43	6	4	3640	32000	297	3200	1	1
1703102	7170708584	2	1051849	46	2	1	22	3	5	1	1	5	9	0	1	0	5	10000	30	1	1	1	8680	104	64	6	4	4110	10000	93	3100	1	1
1703102	7170709559	1	1051849	34	1	1	33	7	35	1	1	1	0	0	1	0	9	28000	40	1	1	1	770	185	109	1	0	6230	28000	166	3100	1	1
1703102	7170709559	2	1051849	44	2	4	33	1	12	1	1	1	1	0	1	0	10	6100	45	1	1	1	8590	88	47	1	2	4620	6100	166	3100	1	1
1703102	7170709559	3	1051849	43	1	1	8	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	166	0	1	1
1703102	7170709559	4	1051849	43	2	8	15	0	0	0	0	5	7	0	2	5	5	0	0	0	0	2	0	0	0	6	0	0	0	166	0	1	1
1703102	7170711843	1	1051849	36	1	2	55	0	0	0	0	2	0	0	1	0	3	0	0	3	6	1	0	0	0	3	0	0	17200	161	0	1	1
1703102	7170715012	1	1051849	134	2	1	31	2	60	1	1	3	0	0	3	7	13	32000	40	1	1	1	8370	94	43	4	3	2010	52000	317	3200	1	1
1703102	7170715012	2	1051849	182	2	1	7	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	317	0	1	1
1703102	7170715012	3	1051849	170	2	1	3	0	0	0	0	5	2	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	317	0	1	1
1703102	7170715881	1	1051849	22	2	8	41	2	35	1	1	5	0	0	1	0	9	30000	40	1	1	2	4080	77	31	6	2	5620	30000	196	3200	1	1
1703102	7170715881	2	1051849	25	1	8	21	2	0	0	0	5	2	0	1	0	9	10000	60	1	3	2	770	0	0	6	0	6210	11700	196	0	1	1
1703102	7170715881	3	1051849	24	2	8	18	2	25	5	1	5	2	0	2	5	7	6000	20	1	1	2	8290	201	118	6	4	4120	6000	196	3100	1	1
1703102	7170715881	4	1051849	19	1	8	16	2	0	0	0	5	2	0	2	5	5	2000	56	1	6	2	8680	0	0	6	0	4720	2000	196	0	1	1
1703102	7170715881	5	1051849	19	2	8	11	0	0	0	0	5	2	0	2	4	3	0	0	0	0	2	0	0	0	0	0	0	0	196	0	1	1
1703102	7170715881	6	1051849	17	1	8	40	2	30	1	1	5	10	0	1	0	11	59000	50	1	1	2	6090	82	37	6	0	9610	59000	501	3100	1	1
1703102	7170717284	1	1051849	19	1	1	39	6	10	1	1	1	0	0	1	0	15	20000	50	1	1	1	7990	102	61	1	0	3000	120000	488	3100	1	1
1703102	7170717284	2	1051849	20	2	1	36	8	0	0	0	1	1	0	1	0	11	0	0	2	6	1	7990	0	0	1	2	5700	0	488	0	1	1
1703102	7170717284	3	1051849	19	1	1	13	0	0	0	0	5	2	0	2	4	4	0	0	0	0	1	0	0	0	0	0	0	0	488	0	1	1
1703102	7170717284	4	1051849	23	2	1	11	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	488	0	1	1
1703102	7170717284	5	1051849	22	2	1	8	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	488	0	1	1
1703102	7170723639	1	1051849	33	1	1	55	1	30	1	1	3	0	0	1	0	7	55000	55	1	1	1	6170	46	10	4	0	9130	55200	501	3490	1	1
1703102	7170725536	1	1051849	26	1	1	72	0	0	0	0	1	0	22600	1	0	9	0	0	3	6	1	0	0	0	1	0	0	26000	501	0	1	1
1703102	7170725536	2	1051849	22	2	1	71	0	0	0	0	1	1	0	1	0	4	0	0	3	6	1	0	0	0	1	4	0	4300	501	0	1	1
1703102	7170725536	3	1051849	52	2	1	38	1	30	1	1	5	2	0	1	0	9	34000	40	1	1	1	2070	83	38	6	4	5120	52000	501	3100	1	1
1703102	7170725581	1	1051849	40	1	1	35	3	15	1	1	1	0	0	1	0	10	36000	40	1	1	1	9470	76	34	1	0	3740	36000	501	3100	1	1
1703102	7170725581	2	1051849	32	2	1	34	1	15	1	1	1	1	0	1	0	12	49000	40	1	1	1	8190	79	37	1	4	3320	49000	501	3100	1	1
1703102	7170729114	1	1051849	75	2	2	29	5	10	1	1	4	0	0	1	0	9	15000	40	1	1	1	6370	84	43	5	1	5550	15000	106	3100	1	1
1703102	7170729114	2	1051849	141	2	2	5	0	0	0	0	5	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	106	0	1	1
1703102	7170729482	1	1051849	17	1	1	27	7	20	1	1	5	0	0	1	0	12	13000	35	1	1	1	770	86	43	6	0	6200	13000	123	3490	1	1
1703102	7170731876	1	1051849	55	1	2	18	1	0	0	0	5	0	0	1	0	9	5000	20	1	3	1	7170	0	0	6	0	4720	5000	47	0	1	1
1703102	7170736121	1	1051849	27	1	1	75	0	0	0	0	1	0	2200	1	0	10	0	0	3	6	1	0	0	0	1	0	0	41000	455	0	1	1
1703102	7170736121	2	1051849	27	2	1	73	0	0	0	0	1	1	0	1	0	11	0	0	3	6	1	0	0	0	1	4	0	15000	455	0	1	1
1703102	7170746320	1	1051849	55	1	8	64	0	0	0	0	5	0	21000	1	0	2	0	0	3	6	2	0	0	0	6	0	0	36200	455	0	1	1
1703102	7170746320	2	1051849	87	2	8	40	1	45	1	1	1	2	0	1	0	8	22500	40	1	1	2	3490	63	17	2	2	7720	22500	455	3200	1	1
1703102	7170746320	3	1051849	56	2	8	14	0	0	0	0	5	5	0	2	4	4	0	0	0	0	2	0	0	0	0	0	0	0	455	0	1	1
1703102	7170746320	4	1051849	86	1	8	42	1	10	2	1	5	7	0	1	0	4	40000	45	1	1	2	8680	48	13	6	0	4010	40000	455	3100	1	1
1703102	7170748876	1	1051849	20	1	1	82	0	0	0	0	2	0	10800	1	0	9	0	0	3	6	1	0	0	0	3	0	0	25300	255	0	1	1
1703102	7170751253	1	1051849	56	1	2	43	1	60	1	1	1	0	0	1	0	11	46000	40	1	1	1	4560	70	19	1	0	9130	46000	198	3490	1	1
1703102	7170751253	2	1051849	36	2	2	36	1	0	0	0	1	1	0	1	0	12	400	20	1	6	1	5380	0	0	1	2	5620	400	198	0	1	1
1703102	7170751253	3	1051849	35	1	2	20	1	60	1	1	5	2	0	2	6	10	9000	20	1	1	1	5390	70	19	6	0	4720	9000	198	3100	1	1
1703102	7170751253	4	1051849	46	1	2	14	0	0	0	0	5	2	0	2	4	4	0	0	0	0	1	0	0	0	0	0	0	0	198	0	1	1
1703102	7170751253	5	1051849	34	1	2	13	0	0	0	0	5	2	0	3	4	3	0	0	0	0	1	0	0	0	0	0	0	0	198	0	1	1
1703102	7170751253	6	1051849	59	1	2	7	0	0	0	0	5	2	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	198	0	1	1
1703102	7170758600	1	1051849	19	2	1	79	0	0	0	0	2	0	0	1	0	6	0	0	3	6	1	0	0	0	3	4	0	12000	123	0	1	1
1703102	7170762369	1	1051849	23	2	1	34	0	0	0	0	1	0	0	1	0	13	0	0	3	6	1	0	0	0	1	3	0	0	501	0	1	1
1703102	7170762369	2	1051849	31	1	1	44	1	90	0	5	1	1	0	1	0	14	109000	50	1	1	1	6870	76	19	1	0	800	109000	501	3500	1	1
1703102	7170762369	3	1051849	29	1	1	6	0	0	0	0	5	2	0	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170762369	4	1051849	30	2	1	4	0	0	0	0	5	2	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170769652	1	1051849	6	2	1	85	0	0	0	0	2	0	7200	1	0	4	0	0	3	6	1	0	0	0	3	4	0	18100	145	0	1	1
1703102	7170769652	2	1051849	15	1	1	53	1	0	0	0	5	2	0	1	0	9	0	0	2	6	1	8180	0	0	6	0	9140	0	145	0	1	1
1703102	7170770993	1	1051849	46	2	2	45	1	45	1	1	5	0	0	1	0	11	20600	40	1	1	1	7280	97	49	6	4	5810	20600	191	3200	1	1
1703102	7170771239	1	1051849	41	2	2	38	1	20	1	1	3	0	0	1	0	10	20000	4	1	1	1	2370	92	49	4	2	8760	20000	124	3100	1	1
1703102	7170771239	2	1051849	50	1	2	16	1	20	1	1	5	2	0	2	5	6	5500	30	1	1	1	5380	200	118	6	0	5620	5500	124	3100	1	1
1703102	7170771239	3	1051849	56	2	2	12	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	124	0	1	1
1703102	7170771239	4	1051849	48	1	2	8	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	124	0	1	1
1703102	7170771239	5	1051849	72	1	2	32	1	0	0	0	5	10	0	1	0	8	6000	40	1	3	1	7580	0	0	6	0	9620	6000	57	0	1	1
1703102	7170772499	1	1051849	36	2	1	64	4	15	1	1	3	0	0	1	0	9	38000	40	1	1	1	9470	76	34	4	4	1960	38000	361	3100	1	1
1703102	7170772933	1	1051849	39	2	1	53	1	30	1	1	3	0	0	1	0	9	42000	40	1	1	1	2980	91	46	4	4	5240	42000	400	3200	1	1
1703102	7170775650	1	1051849	24	2	8	88	0	0	0	0	2	0	1600	1	0	6	0	0	3	6	3	0	0	0	3	4	0	13000	131	0	1	1
1703102	7170783925	1	1051849	35	1	1	29	3	40	1	1	1	0	0	1	0	12	67000	56	1	1	1	9470	66	19	1	0	3740	67000	501	3200	1	1
1703102	7170783925	2	1051849	27	2	1	28	3	10	1	1	1	1	0	1	0	14	32000	40	1	1	1	7860	90	49	1	1	2310	32000	501	3200	1	1
1703102	7170783925	3	1051849	36	1	1	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170789207	1	1051849	38	1	1	61	1	30	1	1	1	0	13000	1	0	10	22200	40	1	1	1	5280	97	52	1	0	7320	35200	241	3100	1	1
1703102	7170789207	2	1051849	36	2	1	60	0	0	0	0	1	1	0	1	0	7	0	0	3	6	1	0	0	0	1	4	0	0	241	0	1	1
1703102	7170789207	3	1051849	45	1	1	21	1	15	1	1	5	5	0	1	0	10	2800	38	1	1	1	5380	178	107	6	0	5620	2800	241	3100	1	1
1703102	7170798178	1	1051849	21	1	1	38	6	15	1	1	1	0	0	1	0	11	100000	25	1	1	1	6990	97	55	1	0	4810	170000	501	3100	1	1
1703102	7170798178	2	1051849	20	2	1	39	2	10	1	1	1	1	0	1	0	12	40000	40	1	1	1	8270	96	55	1	4	5700	40000	501	3100	1	1
1703102	7170805597	1	1051849	38	1	1	78	0	0	0	0	1	0	15300	1	0	9	0	0	3	6	1	0	0	0	1	0	0	32100	440	0	1	1
1703102	7170805597	2	1051849	38	2	1	73	0	0	0	0	1	1	0	1	0	9	0	0	3	6	1	0	0	0	1	4	0	22000	440	0	1	1
1703102	7170807766	1	1051849	22	1	8	46	1	0	0	0	1	0	0	1	0	8	16000	40	1	3	2	770	0	0	1	0	6440	23600	443	0	1	1
1703102	7170807766	2	1051849	26	2	8	43	8	12	1	1	1	1	0	1	0	10	60000	50	1	1	2	7670	108	67	1	2	430	60000	443	3100	1	1
1703102	7170807766	3	1051849	25	1	8	24	1	0	0	0	5	2	0	1	0	13	10000	40	1	3	2	6890	0	0	6	0	910	10000	443	0	1	1
1703102	7170807766	4	1051849	29	2	8	14	0	0	0	0	5	2	0	3	4	4	0	0	0	0	2	0	0	0	0	0	0	0	443	0	1	1
1703102	7170809992	1	1051849	38	1	1	56	0	0	0	0	1	0	2500	1	0	13	0	0	3	6	1	0	0	0	1	0	0	21260	237	0	1	1
1703102	7170809992	2	1051849	33	2	1	67	0	0	0	0	1	1	2600	1	0	11	0	0	3	6	1	0	0	0	1	4	0	11300	237	0	1	1
1703102	7170810671	1	1051849	21	2	1	65	3	0	0	0	2	0	0	1	0	11	7200	5	1	3	1	9470	0	0	3	4	3940	19200	198	0	1	1
1703102	7170811587	1	1051849	28	2	1	36	1	0	0	0	5	0	0	1	0	9	5600	25	1	3	1	8690	0	0	6	4	4110	5600	52	0	1	1
1703102	7170821180	1	1051849	40	1	1	48	1	3	1	1	1	0	0	1	0	9	54000	40	1	1	1	2290	103	64	1	0	7700	54250	501	3100	1	1
1703102	7170821180	2	1051849	44	2	1	46	3	20	1	1	1	1	0	1	0	11	34000	40	1	1	1	7860	79	36	1	4	5700	36100	501	3100	1	1
1703102	7170826025	1	1051849	64	2	2	50	0	0	0	0	4	0	0	1	0	9	0	0	3	6	1	0	0	0	5	4	0	800	7	0	1	1
1703102	7170830330	1	1051849	24	2	1	93	0	0	0	0	2	0	6400	1	0	13	0	0	3	6	1	0	0	0	3	4	0	41000	423	0	1	1
1703102	7170838445	1	1051849	41	1	1	35	1	75	1	1	1	0	0	1	0	10	72000	40	1	1	1	4670	70	17	1	0	4750	72000	501	3200	1	1
1703102	7170838445	2	1051849	42	2	1	36	1	45	1	1	1	1	0	1	0	10	65000	40	1	1	1	6870	64	17	1	4	5260	65000	501	3200	1	1
1703102	7170838978	1	1051849	28	2	2	64	0	0	0	0	1	0	0	1	0	7	0	0	3	6	1	0	0	0	1	4	0	9200	165	0	1	1
1703102	7170838978	2	1051849	36	1	2	63	0	0	0	0	1	1	0	1	0	7	0	0	3	6	1	0	0	0	1	0	0	13200	165	0	1	1
1703102	7170840886	1	1051849	24	2	2	65	1	0	0	0	5	0	0	1	0	6	0	0	2	6	1	5380	0	0	6	4	5620	8100	82	0	1	1
1703102	7170844313	1	1051849	15	2	1	38	1	0	0	0	1	0	0	1	0	9	0	0	2	6	1	4870	0	0	1	1	5110	0	367	0	1	1
1703102	7170844313	2	1051849	16	1	1	36	1	45	1	1	1	1	0	1	0	11	60000	50	1	1	1	6695	85	37	1	0	100	60000	367	3100	1	1
1703102	7170844313	3	1051849	15	2	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	367	0	1	1
1703102	7170846688	1	1051849	36	1	1	64	3	2	1	1	1	0	0	1	0	14	110000	40	1	1	1	7860	76	37	1	0	2010	110200	501	3100	1	1
1703102	7170846688	2	1051849	31	2	1	65	3	25	1	1	1	1	0	1	0	14	88000	40	1	1	1	7860	93	49	1	4	230	93500	501	3100	1	1
1703102	7170846696	1	1051849	11	2	1	40	1	0	0	0	1	0	0	1	0	13	58000	40	1	2	1	3580	0	0	1	2	7700	60900	270	0	1	1
1703102	7170846696	2	1051849	10	1	1	45	1	45	1	1	1	1	0	2	6	11	38000	40	1	1	1	1370	151	91	1	0	8800	47900	270	3100	1	1
1703102	7170846696	3	1051849	15	2	1	23	1	45	1	1	5	2	0	2	6	10	2000	40	1	1	1	8680	127	79	6	1	4110	2000	270	3100	1	1
1703102	7170846696	4	1051849	14	1	1	17	1	20	0	10	5	2	0	2	5	6	700	12	1	1	1	4970	212	124	6	0	5620	700	270	3100	1	1
1703102	7170846696	5	1051849	13	2	1	15	0	0	0	0	5	2	0	2	5	5	0	0	0	0	1	0	0	0	6	0	0	0	270	0	1	1
1703102	7170846696	6	1051849	11	1	1	14	0	0	0	0	5	2	0	2	5	4	0	0	0	0	1	0	0	0	0	0	0	0	270	0	1	1
1703102	7170846696	7	1051849	11	2	1	6	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	270	0	1	1
1703102	7170846696	8	1051849	11	1	8	6	0	0	0	0	5	2	0	2	3	2	0	0	0	0	6	0	0	0	0	0	0	0	270	0	1	1
1703102	7170846696	9	1051849	8	1	8	2	0	0	0	0	5	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	270	0	1	1
1703102	7170846696	10	1051849	10	1	8	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	270	0	1	1
1703102	7170846980	1	1051849	28	2	1	52	1	0	0	0	1	0	0	1	0	9	0	0	2	6	1	6380	0	0	1	4	5510	0	286	0	1	1
1703102	7170846980	2	1051849	29	1	1	55	1	0	0	0	1	1	0	1	0	9	39000	40	1	3	1	770	0	0	1	0	6320	39000	286	0	1	1
1703102	7170847163	1	1051849	8	1	1	80	0	0	0	0	2	0	0	1	0	9	0	0	3	6	1	0	0	0	3	0	0	20300	208	0	1	1
1703102	7170852078	1	1051849	144	2	1	59	1	15	0	12	3	0	0	1	0	5	15000	38	1	1	1	8660	79	37	4	4	4230	15000	141	3100	1	1
1703102	7170852257	1	1051849	27	2	1	57	1	100	0	5	3	0	0	1	0	13	67000	40	1	1	1	6680	90	31	4	4	7420	77000	501	3500	1	1
1703102	7170859078	1	1051849	27	2	1	56	6	0	0	0	5	0	16700	1	0	11	0	0	2	3	1	5580	0	0	6	4	2600	16700	156	0	1	1
1703102	7170870351	1	1051849	28	1	1	31	1	35	1	1	5	0	0	1	0	9	44000	40	1	1	1	3490	185	109	6	0	9620	44050	411	3490	1	1
1703102	7170872382	1	1051849	25	1	1	75	0	0	0	0	2	0	20000	1	0	11	0	0	3	6	1	0	0	0	3	0	0	34000	500	0	1	1
1703102	7170872382	2	1051849	57	2	1	47	1	60	0	3	5	2	0	1	0	11	4000	16	1	1	1	7980	100	49	6	4	5860	4000	500	3500	1	1
1703102	7170872382	3	1051849	56	1	1	43	1	30	1	1	5	2	0	1	0	9	41600	40	1	1	1	6380	244	135	6	0	9130	41600	500	3490	1	1
1703102	7170875031	1	1051849	18	2	1	30	2	0	0	0	3	0	0	2	6	11	14200	40	1	3	1	8370	0	0	4	3	2010	14200	68	0	1	1
1703102	7170875031	2	1051849	24	2	1	10	0	0	0	0	5	2	0	3	3	2	0	0	0	0	1	0	0	0	0	0	0	0	68	0	1	1
1703102	7170875031	3	1051849	24	2	1	7	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	68	0	1	1
1703102	7170875031	4	1051849	23	1	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	68	0	1	1
1703102	7170875657	1	1051849	29	1	8	54	1	15	2	1	1	0	0	1	0	3	40000	56	1	1	2	2370	91	49	1	0	8220	40000	373	3100	1	1
1703102	7170875657	2	1051849	33	2	8	53	1	15	2	1	1	1	0	1	0	5	3000	40	1	1	2	4580	97	55	1	2	5260	3000	373	3100	1	1
1703102	7170875657	3	1051849	37	1	8	26	1	15	2	1	5	2	0	1	0	5	30000	48	1	1	2	2370	193	115	6	0	8220	30000	373	3100	1	1
1703102	7170875657	4	1051849	29	1	8	24	1	15	1	1	5	2	0	1	0	9	24000	48	1	1	2	5480	175	106	6	0	4220	24000	373	3100	1	1
1703102	7170875657	5	1051849	27	2	8	16	0	0	0	0	5	2	0	2	5	6	0	0	3	6	2	0	0	0	6	4	0	0	373	0	1	1
1703102	7170878574	1	1051849	136	1	2	44	1	15	1	1	1	0	0	1	0	9	27200	40	1	1	1	580	85	43	1	0	1550	27200	167	3100	1	1
1703102	7170878574	2	1051849	83	2	2	31	1	0	0	0	1	1	0	1	0	9	180	12	1	6	1	5380	0	0	1	1	8740	180	167	0	1	1
1703102	7170878574	3	1051849	82	1	2	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	167	0	1	1
1703102	7170879920	1	1051849	49	1	2	33	1	3	1	1	5	0	0	1	0	6	35000	40	1	1	1	4090	70	31	6	0	5620	35000	329	3500	1	1
1703102	7170879920	2	1051849	34	2	1	39	1	20	1	1	3	10	0	1	0	6	35000	40	1	1	1	3370	74	31	4	4	5520	35000	329	3100	1	1
1703102	7170882163	1	1051849	59	1	1	44	1	90	0	5	5	0	0	1	0	14	97000	40	1	1	1	6870	100	43	6	0	800	117000	501	3500	1	1
1703102	7170884064	1	1051849	34	1	8	27	1	11	1	1	1	0	0	1	0	12	41000	42	1	1	2	2290	84	43	1	0	1110	41000	376	3100	1	1
1703102	7170884064	2	1051849	30	2	8	28	1	20	1	1	1	1	0	1	0	12	35000	45	1	1	2	7270	110	67	1	3	5700	37000	376	3100	1	1
1703102	7170884064	3	1051849	55	2	8	9	0	0	0	0	5	2	0	2	3	2	0	0	0	0	2	0	0	0	0	0	0	0	376	0	1	1
1703102	7170884064	4	1051849	42	2	8	3	0	0	0	0	5	2	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	376	0	1	1
1703102	7170886441	1	1051849	65	2	2	21	1	30	0	2	5	0	0	1	0	9	14000	40	1	1	1	8680	100	55	6	1	4720	14000	84	3500	1	1
1703102	7170886441	2	1051849	67	1	2	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	84	0	1	1
1703102	7170886441	3	1051849	69	2	2	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	84	0	1	1
1703102	7170888337	1	1051849	20	2	1	80	0	0	0	0	2	0	0	1	0	7	0	0	3	6	1	0	0	0	3	4	0	2680	27	0	1	1
1703102	7170889482	1	1051849	32	1	7	48	3	0	0	0	5	0	0	1	0	11	44000	37	1	2	1	7070	0	0	6	0	7000	44000	419	0	1	1
1703102	7170893694	1	1051849	64	2	1	38	1	30	1	1	3	0	0	1	0	9	25000	40	1	1	1	6990	106	61	4	2	4710	25000	188	3100	1	1
1703102	7170893694	2	1051849	58	2	8	17	1	0	0	0	5	2	0	2	5	7	100	2	1	3	2	8680	0	0	6	4	4110	100	188	0	1	1
1703102	7170893694	3	1051849	59	2	8	17	1	20	1	1	5	2	0	1	0	9	20000	40	1	1	2	8680	98	55	6	4	4060	20000	188	3100	1	1
1703102	7170893694	4	1051849	55	1	8	15	0	0	0	0	5	2	0	2	5	5	0	0	0	0	2	0	0	0	6	0	0	0	188	0	1	1
1703102	7170893694	5	1051849	73	2	8	11	0	0	0	0	5	2	0	2	4	2	0	0	0	0	2	0	0	0	0	0	0	0	188	0	1	1
1703102	7170894860	1	1051849	32	1	1	63	0	0	0	0	3	0	0	1	0	11	0	0	3	6	1	0	0	0	4	0	0	14840	140	0	1	1
1703102	7170895024	1	1051849	31	1	8	45	1	20	1	1	1	0	0	2	6	10	93000	60	1	1	2	3980	68	25	1	0	130	114600	501	3100	1	1
1703102	7170895024	2	1051849	37	2	8	39	0	0	0	0	1	1	0	1	0	3	0	0	3	6	2	0	0	0	1	4	0	0	501	0	1	1
1703102	7170895024	3	1051849	46	2	8	20	1	0	0	0	5	2	0	2	6	11	3000	10	1	6	2	5380	0	0	6	4	4720	3000	501	0	1	1
1703102	7170895024	4	1051849	36	2	8	19	1	15	1	1	5	2	0	2	6	11	17000	40	1	1	2	8680	85	43	6	4	4010	17000	501	3100	1	1
1703102	7170895175	1	1051849	7	2	1	70	0	0	0	0	3	0	0	1	0	9	0	0	3	6	1	0	0	0	4	4	0	24900	467	0	1	1
1703102	7170895175	2	1051849	12	2	1	33	1	12	1	1	5	2	0	1	0	9	32000	40	1	1	1	8180	117	76	6	4	3400	32000	467	3100	1	1
1703102	7170899888	1	1051849	110	2	1	55	1	30	0	2	3	0	0	1	0	11	31000	40	1	1	1	7270	84	39	4	4	5700	31000	294	3100	1	1
1703102	7170903266	1	1051849	18	1	4	68	0	0	0	0	1	0	0	1	0	9	0	0	3	6	1	0	0	0	1	0	0	6300	364	0	1	1
1703102	7170903266	2	1051849	23	2	4	62	1	15	1	1	1	1	0	1	0	9	39000	40	1	1	1	2370	169	103	1	4	8220	39000	364	900	1	1
1703102	7170903266	3	1051849	47	1	4	38	1	25	1	1	1	2	0	1	0	5	58000	40	1	1	1	3190	75	31	1	0	9600	58000	364	3490	1	1
1703102	7170903266	4	1051849	24	2	4	4	0	0	0	0	5	5	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	364	0	1	1
1703102	7170903266	5	1051849	35	1	4	2	0	0	0	0	5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	364	0	1	1
1703102	7170903266	6	1051849	57	2	4	36	0	0	0	0	1	6	0	1	0	13	0	0	3	6	1	0	0	0	1	1	0	0	364	0	1	1
1703102	7170909000	1	1051849	29	1	8	53	1	20	1	1	1	0	0	1	0	1	40000	40	1	1	2	4260	56	16	1	0	9620	40000	295	3100	1	1
1703102	7170909000	2	1051849	31	2	8	54	0	0	0	0	1	1	0	1	0	2	0	0	3	6	2	0	0	0	1	4	0	0	295	0	1	1
1703102	7170911029	1	1051849	55	2	2	38	9	0	0	0	5	0	0	1	0	12	0	0	3	3	1	9920	0	0	6	2	9920	0	0	0	1	1
1703102	7170911029	2	1051849	59	1	2	14	0	0	0	0	5	2	0	2	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1703102	7170911029	3	1051849	60	1	2	11	0	0	0	0	5	2	0	2	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1703102	7170911807	1	1051849	42	2	1	31	1	0	0	0	1	0	0	1	0	13	5000	10	1	6	1	5580	0	0	1	1	5240	5000	385	0	1	1
1703102	7170911807	2	1051849	47	1	1	32	1	30	1	1	1	1	0	1	0	10	75000	40	1	1	1	770	79	34	1	0	6200	75000	385	3000	1	1
1703102	7170911807	3	1051849	58	2	1	1	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	385	0	1	1
1703102	7170911807	4	1051849	59	2	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	385	0	1	1
