STPUMA	SERIALNO	SPORDER	ADJINC	PWGTP	SEX	RACE	AGE	COW	JWMNP	JWRIP	JWTR	MAR	REL	RETP	SCH	SCHG	SCHL	WAGP	WKHP	WKL	ESR	HISP	INDP	JWAP	JWDP	MSP	PAOC	OCCP	PINCP	POVPIP	POWPUMA	TYPE	IN_CMA
1703102	7170001390	1	1051849	33	2	1	36	1	0	0	0	5	0	0	1	0	11	30200	40	1	2	1	1870	0	0	6	3	9620	30200	212	0	1	1
1703102	7170001390	2	1051849	41	1	1	15	0	0	0	0	5	2	0	2	5	5	0	0	0	0	1	0	0	0	6	0	0	0	212	0	1	1
1703102	7170001390	3	1051849	36	2	1	9	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	212	0	1	1
1703102	7170001390	4	1051849	34	1	1	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	212	0	1	1
1703102	7170001390	5	1051849	53	2	1	58	1	0	0	0	3	4	0	1	0	12	15100	32	1	2	1	8680	0	0	4	4	4720	21100	212	0	1	1
1703102	7170001390	6	1051849	48	1	2	42	1	0	0	0	3	10	0	1	0	10	480	24	1	3	1	8590	0	0	4	0	4720	480	4	0	1	1
1703102	7170012678	1	1051849	100	2	1	25	1	45	1	1	5	0	0	1	0	13	40000	45	1	1	1	5170	91	43	6	4	4700	44800	501	3490	1	1
1703102	7170012678	2	1051849	131	1	1	22	1	60	1	1	5	3	0	2	6	11	30000	60	1	1	1	770	190	109	6	0	6200	30000	501	3490	1	1
1703102	7170013100	1	1051849	30	2	8	44	1	60	1	1	5	0	0	1	0	13	100000	50	1	1	2	7690	94	43	6	4	1760	100000	501	3000	1	1
1703102	7170013846	1	1051849	9	1	1	59	1	40	1	1	1	0	0	1	0	11	71000	50	1	1	1	3170	75	28	1	0	7700	71000	501	2300	1	1
1703102	7170013846	2	1051849	9	2	1	59	0	0	0	0	1	1	0	1	0	9	0	0	3	6	1	0	0	0	1	4	0	0	501	0	1	1
1703102	7170023340	1	1051849	26	2	1	93	0	0	0	0	2	0	0	1	0	8	0	0	3	6	1	0	0	0	3	4	0	0	0	0	1	1
1703102	7170023798	1	1051849	41	1	1	50	1	30	1	1	1	0	0	1	0	11	65000	45	1	1	1	2280	1	150	1	0	1920	65200	501	3100	1	1
1703102	7170023798	2	1051849	41	2	1	51	1	15	1	1	1	1	0	1	0	9	47000	45	1	1	1	6870	94	52	1	4	5000	47020	501	3100	1	1
1703102	7170023798	3	1051849	54	2	1	19	1	0	0	0	5	2	0	3	6	11	6000	20	1	3	1	8680	0	0	6	4	4110	6000	501	0	1	1
1703102	7170026629	1	1051849	24	2	1	56	0	0	0	0	1	0	0	1	0	12	0	0	3	6	1	0	0	0	1	4	0	0	249	0	1	1
1703102	7170026629	2	1051849	28	1	1	57	7	10	1	1	1	1	13000	1	0	10	21000	30	1	1	1	770	96	55	1	0	10	34000	249	3100	1	1
1703102	7170027916	1	1051849	36	2	2	80	4	0	0	0	3	0	6800	1	0	9	0	0	2	6	1	7860	0	0	4	4	5700	17000	137	0	1	1
1703102	7170027916	2	1051849	30	2	2	27	0	0	0	0	5	5	0	1	0	12	0	0	3	6	1	0	0	0	6	4	0	0	137	0	1	1
1703102	7170032025	1	1051849	34	1	1	87	0	0	0	0	1	0	12000	1	0	9	0	0	3	6	1	0	0	0	1	0	0	24000	232	0	1	1
1703102	7170032025	2	1051849	34	2	1	87	0	0	0	0	1	1	0	1	0	6	0	0	3	6	1	0	0	0	1	4	0	6000	232	0	1	1
1703102	7170032025	3	1051849	73	2	1	57	0	0	0	0	5	2	0	1	0	12	0	0	3	6	1	0	0	0	6	4	0	10000	232	0	1	1
1703102	7170032025	4	1051849	62	2	1	82	0	0	0	0	5	6	0	1	0	1	0	0	3	6	1	0	0	0	6	4	0	9000	232	0	1	1
1703102	7170035256	1	1051849	22	1	1	36	1	10	0	5	3	0	0	1	0	12	35000	43	1	1	1	1990	78	37	4	0	8260	35000	248	3500	1	1
1703102	7170035256	2	1051849	21	2	1	12	0	0	0	0	5	2	0	2	4	4	0	0	0	0	1	0	0	0	0	0	0	0	248	0	1	1
1703102	7170038552	1	1051849	34	1	1	43	1	45	1	1	5	0	0	1	0	11	45000	45	1	1	1	4470	259	137	6	0	9130	45000	420	3500	1	1
1703102	7170041263	1	1051849	22	2	2	54	1	0	0	0	5	0	0	1	0	14	0	0	2	6	1	6170	0	0	6	4	9130	14000	131	0	1	1
1703102	7170047906	1	1051849	45	2	1	25	4	0	0	0	5	0	0	1	0	14	4500	40	1	3	1	7860	0	0	6	4	2320	4500	42	0	1	1
1703102	7170049950	1	1051849	30	2	8	24	1	15	1	1	1	0	0	1	0	9	12000	40	1	1	2	6870	93	51	1	4	120	12000	448	3100	1	1
1703102	7170049950	2	1051849	32	1	8	28	1	10	1	1	1	1	0	1	0	9	50000	45	1	1	2	2570	57	17	1	0	9620	50000	448	3100	1	1
1703102	7170052815	1	1051849	22	1	8	49	1	50	5	1	1	0	0	1	0	5	52000	40	1	1	2	770	68	19	1	0	6330	52000	381	3500	1	1
1703102	7170052815	2	1051849	24	2	8	46	1	45	4	1	1	1	0	1	0	7	16000	40	1	1	2	1080	79	31	1	2	9640	16200	381	3000	1	1
1703102	7170052815	3	1051849	24	1	8	19	1	15	1	1	5	2	0	1	0	9	13000	38	1	1	2	4880	97	55	6	0	4760	13000	381	3100	1	1
1703102	7170052815	4	1051849	28	1	8	8	0	0	0	0	5	2	0	2	3	2	0	0	0	0	2	0	0	0	0	0	0	0	381	0	1	1
1703102	7170056160	1	1051849	32	1	1	47	1	75	1	1	1	0	0	1	0	14	130000	55	1	1	1	570	91	37	1	0	1430	130300	501	3200	1	1
1703102	7170056160	2	1051849	36	2	1	47	3	10	1	1	1	1	0	1	0	13	20000	35	1	1	1	7860	99	58	1	2	2310	20000	501	3100	1	1
1703102	7170056160	3	1051849	45	2	1	21	1	15	1	1	5	2	0	2	6	9	3000	20	1	1	1	6470	145	91	6	4	2830	3000	501	600	1	1
1703102	7170056160	4	1051849	41	2	1	19	1	15	0	10	5	2	0	2	6	9	18900	25	1	1	1	5170	181	109	6	4	4720	18900	501	2100	1	1
1703102	7170056160	5	1051849	43	2	1	16	1	10	1	1	5	2	0	2	5	6	1000	10	1	1	1	5380	144	91	6	4	4720	1000	501	3100	1	1
1703102	7170059213	1	1051849	48	1	1	50	1	0	0	0	3	0	0	1	0	3	2000	15	1	6	1	6190	0	0	4	0	9140	2000	19	0	1	1
1703102	7170059213	2	1051849	85	2	1	44	1	10	1	1	5	8	0	1	0	9	12000	40	1	1	1	6290	60	19	6	4	5700	12000	114	3100	1	1
1703102	7170067572	1	1051849	24	1	8	45	1	120	1	1	1	0	0	1	0	9	38100	50	1	1	2	3980	82	19	2	0	8810	40600	250	3490	1	1
1703102	7170067572	2	1051849	31	2	8	23	0	0	0	0	5	2	0	1	0	9	0	0	3	6	2	0	0	0	6	4	0	0	250	0	1	1
1703102	7170067572	3	1051849	25	2	8	17	0	0	0	0	5	2	0	2	5	6	0	0	3	6	2	0	0	0	6	4	0	0	250	0	1	1
1703102	7170076067	1	1051849	23	2	1	36	1	15	1	1	1	0	0	1	0	9	29700	38	1	1	1	6870	97	55	1	4	120	29700	393	3100	1	1
1703102	7170076067	2	1051849	26	1	1	36	4	0	0	0	1	1	0	1	0	9	23700	40	1	2	1	8570	0	0	1	0	4250	23700	393	0	1	1
1703102	7170077923	1	1051849	55	2	8	27	0	0	0	0	1	0	0	1	0	9	0	0	3	6	2	0	0	0	1	1	0	0	192	0	1	1
1703102	7170077923	2	1051849	61	1	8	28	2	15	1	1	1	1	0	1	0	9	40000	40	1	1	2	770	79	37	1	0	6260	40000	192	3100	1	1
1703102	7170077923	3	1051849	101	2	8	5	0	0	0	0	5	2	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	192	0	1	1
1703102	7170077923	4	1051849	75	2	8	4	0	0	0	0	5	2	0	2	1	1	0	0	0	0	2	0	0	0	0	0	0	0	192	0	1	1
1703102	7170081106	1	1051849	27	2	1	57	2	15	1	1	3	0	0	1	0	12	17400	40	1	1	1	7860	67	25	4	4	2310	31000	293	3100	1	1
1703102	7170081106	2	1051849	42	2	2	23	2	45	1	1	3	8	0	2	6	11	3500	56	1	1	1	7870	139	85	4	4	230	3500	33	3100	1	1
1703102	7170081106	3	1051849	35	2	2	5	0	0	0	0	5	8	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1703102	7170081106	4	1051849	24	2	2	4	0	0	0	0	5	8	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1703102	7170081106	5	1051849	26	1	2	3	0	0	0	0	5	8	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1703102	7170089506	1	1051849	18	1	1	53	1	30	1	1	1	0	0	1	0	11	100000	50	1	1	1	570	70	25	1	0	800	100000	501	3100	1	1
1703102	7170089506	2	1051849	19	2	1	53	3	5	1	1	1	1	0	1	0	13	47000	45	1	1	1	7860	83	43	1	4	2310	47000	501	3100	1	1
1703102	7170089506	3	1051849	21	1	1	21	1	0	0	0	5	2	0	2	5	8	500	8	1	6	1	8680	0	0	6	0	4020	500	501	0	1	1
1703102	7170089809	1	1051849	17	2	1	81	0	0	0	0	1	0	0	1	0	9	0	0	3	6	1	0	0	0	1	4	0	6600	141	0	1	1
1703102	7170089809	2	1051849	20	1	1	88	0	0	0	0	1	1	0	1	0	8	0	0	3	6	1	0	0	0	1	0	0	10700	141	0	1	1
1703102	7170093298	1	1051849	30	2	1	56	3	10	1	1	3	0	0	1	0	14	57000	70	1	1	1	7860	84	43	4	4	2310	57000	501	3100	1	1
1703102	7170100776	1	1051849	28	1	8	20	1	15	0	10	5	0	0	1	0	3	14600	40	1	1	2	8680	190	113	6	0	4020	14600	137	3100	1	1
1703102	7170100776	2	1051849	122	1	8	30	1	5	3	1	1	9	0	1	0	1	12000	40	1	1	2	8680	82	42	2	0	4140	12000	113	3100	1	1
1703102	7170100776	3	1051849	66	1	8	27	1	20	1	1	5	9	0	1	0	3	17100	40	1	1	2	8680	188	112	6	0	4020	17100	161	3100	1	1
1703102	7170100776	4	1051849	66	1	8	25	1	5	3	1	5	9	0	1	0	9	33000	40	1	1	2	8680	82	42	6	0	4000	33000	311	3100	1	1
1703102	7170100776	5	1051849	49	1	8	21	1	15	0	10	5	9	0	1	0	9	14000	40	1	1	2	8680	190	113	6	0	4020	14000	132	3100	1	1
1703102	7170100776	6	1051849	46	1	8	18	1	5	3	1	5	9	0	1	0	3	15600	40	1	1	2	8680	82	42	6	0	4140	15600	147	3100	1	1
1703102	7170100776	7	1051849	45	1	8	17	1	5	3	1	5	9	0	1	0	4	15600	40	1	1	2	8680	82	42	6	0	4140	15600	147	3100	1	1
1703102	7170103339	1	1051849	23	1	8	43	6	60	1	1	1	0	0	1	0	4	0	40	1	1	2	2670	70	19	1	0	7700	30000	300	3200	1	1
1703102	7170103339	2	1051849	25	2	8	43	1	5	1	1	1	1	0	1	0	12	18000	40	1	1	2	8270	83	43	1	2	3110	18000	300	3100	1	1
1703102	7170103339	3	1051849	29	2	8	20	1	35	1	1	5	2	0	3	6	11	10400	25	1	1	2	8090	89	43	6	4	3650	10400	300	3100	1	1
1703102	7170103339	4	1051849	22	1	8	19	1	10	1	1	5	2	0	2	5	9	19000	40	1	1	2	4670	106	65	6	0	4760	19000	300	3100	1	1
1703102	7170103339	5	1051849	28	2	8	13	0	0	0	0	5	2	0	2	4	4	0	0	0	0	2	0	0	0	0	0	0	0	300	0	1	1
1703102	7170107386	1	1051849	32	2	1	58	1	0	0	11	1	0	0	1	0	10	98000	60	1	1	1	6680	0	0	1	4	430	98200	501	3100	1	1
1703102	7170107386	2	1051849	37	1	1	59	1	0	0	0	1	1	0	1	0	12	0	0	2	6	1	8660	0	0	1	0	20	20400	501	0	1	1
1703102	7170107386	3	1051849	72	1	1	36	1	5	1	1	4	2	0	1	0	6	12000	40	1	1	1	770	101	61	5	0	7420	12000	501	3100	1	1
1703102	7170107386	4	1051849	41	2	1	7	0	0	0	0	5	5	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170107386	5	1051849	38	2	1	2	0	0	0	0	5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170116929	1	1051849	10	1	1	49	1	60	1	1	3	0	0	1	0	6	80000	40	1	1	1	770	70	19	4	0	6260	80000	501	3000	1	1
1703102	7170116929	2	1051849	10	1	1	8	0	0	0	0	5	2	0	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170116929	3	1051849	11	2	1	37	1	8	1	1	5	10	0	1	0	9	1300	1	1	1	1	7860	133	86	6	4	4600	1300	12	3100	1	1
1703102	7170116929	4	1051849	9	1	1	13	0	0	0	0	5	12	0	2	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
1703102	7170117719	1	1051849	5	2	1	34	7	0	0	0	1	0	0	1	0	11	17100	60	1	6	1	8770	0	0	1	4	4710	17100	265	0	1	1
1703102	7170117719	2	1051849	9	1	1	39	0	0	0	0	1	1	0	1	0	9	0	0	3	6	1	0	0	0	1	0	0	19000	265	0	1	1
1703102	7170122619	1	1051849	46	2	1	46	2	0	0	0	5	0	0	1	0	8	0	0	2	6	1	8690	0	0	6	4	310	0	191	0	1	1
1703102	7170122619	2	1051849	37	1	1	19	1	15	0	12	5	2	0	1	0	9	26000	54	1	1	1	4070	271	146	6	0	9130	26000	191	3100	1	1
1703102	7170125854	1	1051849	46	1	1	34	5	15	1	1	1	0	0	1	0	11	50000	40	1	1	1	6370	97	55	1	0	5550	50000	501	3100	1	1
1703102	7170125854	2	1051849	43	2	1	31	1	20	1	1	1	1	0	2	6	11	23000	20	1	1	1	7970	104	61	1	4	3500	23000	501	3100	1	1
1703102	7170131812	1	1051849	39	1	1	74	0	0	0	0	3	0	20000	1	0	9	0	0	3	6	1	0	0	0	4	0	0	38000	392	0	1	1
1703102	7170136394	1	1051849	21	1	1	36	1	5	1	1	1	0	0	1	0	9	60000	40	1	1	1	770	80	40	1	0	6200	60000	501	3100	1	1
1703102	7170136394	2	1051849	14	2	1	30	2	45	1	1	1	1	0	1	0	14	50000	40	1	1	1	7860	85	37	1	1	2310	50000	501	3100	1	1
1703102	7170136394	3	1051849	20	2	1	3	0	0	0	0	5	2	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	501	0	1	1
1703102	7170136781	1	1051849	23	2	1	82	0	0	0	0	1	0	27300	1	0	14	0	0	3	6	1	0	0	0	1	4	0	83100	501	0	1	1
1703102	7170136781	2	1051849	24	1	1	87	0	0	0	0	1	1	0	1	0	15	0	0	3	6	1	0	0	0	1	0	0	0	501	0	1	1
1703102	7170139437	1	1051849	42	1	8	21	1	30	2	1	5	0	0	1	0	9	8600	40	1	1	2	9070	88	43	6	0	8300	8600	452	3100	1	1
1703102	7170139437	2	1051849	139	1	8	40	1	30	2	1	5	4	0	1	0	4	20000	40	1	1	2	9070	88	43	6	0	8300	20000	452	3100	1	1
1703102	7170139437	3	1051849	121	1	8	45	1	30	2	1	5	7	0	1	0	3	43000	40	1	1	2	4280	88	43	6	0	9720	43000	452	3100	1	1
1703102	7170139437	4	1051849	139	1	8	39	1	30	2	1	5	12	0	1	0	3	25000	40	1	1	2	4280	88	43	6	0	9720	25000	237	3100	1	1
1703102	7170141857	1	1051849	31	1	1	30	1	0	0	11	5	0	0	1	0	13	32000	40	1	1	1	6890	0	0	6	0	4820	32000	305	3100	1	1
1703102	7170141857	2	1051849	31	2	4	29	1	30	1	1	5	10	0	1	0	13	32000	40	1	1	1	6870	112	67	6	4	20	34000	324	3200	1	1
1703102	7170143144	1	1051849	24	2	1	44	1	0	0	0	1	0	0	1	0	9	1500	17	1	6	1	7860	0	0	1	2	2540	1500	280	0	1	1
1703102	7170143144	2	1051849	17	1	8	44	1	30	2	1	1	1	0	1	0	11	56000	50	1	1	2	3170	274	146	1	0	7900	56000	280	3000	1	1
1703102	7170143144	3	1051849	22	1	8	12	0	0	0	0	5	2	0	2	4	4	0	0	0	0	2	0	0	0	0	0	0	0	280	0	1	1
1703102	7170143144	4	1051849	26	2	8	10	0	0	0	0	5	2	0	2	3	2	0	0	0	0	2	0	0	0	0	0	0	0	280	0	1	1
1703102	7170143861	1	1051849	46	1	1	61	1	20	1	1	2	0	0	1	0	11	70000	60	1	1	1	8970	98	55	3	0	4500	70000	501	3100	1	1
1703102	7170145545	1	1051849	30	2	1	88	0	0	0	0	2	0	3600	1	0	6	0	0	3	6	1	0	0	0	3	4	0	15600	160	0	1	1
1703102	7170155408	1	1051849	27	2	1	25	1	20	1	1	1	0	0	1	0	14	35000	40	1	1	1	3960	92	49	2	4	800	35000	501	3100	1	1
1703102	7170155408	2	1051849	43	2	1	23	1	0	0	0	1	3	0	1	0	13	40000	40	1	6	1	8180	0	0	2	4	3320	40000	501	0	1	1
1703102	7170155408	3	1051849	47	1	1	27	1	0	0	0	1	9	0	1	0	9	31000	40	1	6	1	4560	0	0	2	0	9130	31000	294	0	1	1
1703102	7170156643	1	1051849	8	1	1	69	0	0	0	0	2	0	16600	1	0	9	0	0	3	6	1	0	0	0	3	0	0	32700	337	0	1	1
1703102	7170157587	1	1051849	37	1	8	51	1	0	0	0	3	0	0	1	0	5	45800	40	1	6	2	2870	0	0	4	0	8810	45800	402	0	1	1
1703102	7170157587	2	1051849	44	2	8	28	1	0	0	0	5	2	0	1	0	6	0	0	2	6	2	7770	0	0	6	1	4250	0	402	0	1	1
1703102	7170157587	3	1051849	36	1	8	22	1	0	0	0	5	2	0	1	0	5	5000	40	1	3	2	7580	0	0	6	0	9600	5000	402	0	1	1
1703102	7170157587	4	1051849	65	1	8	41	1	0	0	0	5	3	0	1	0	5	52000	40	1	6	2	2870	0	0	6	0	8140	52000	402	0	1	1
1703102	7170157587	5	1051849	31	1	8	3	0	0	0	0	5	5	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	402	0	1	1
1703102	7170158971	1	1051849	12	2	1	22	1	65	1	1	1	0	0	1	0	10	35000	45	1	1	1	6990	95	43	1	3	860	35000	453	3200	1	1
1703102	7170158971	2	1051849	16	1	1	29	1	30	1	1	1	1	0	1	0	9	60000	60	1	1	1	8680	118	73	1	0	20	60000	453	3100	1	1
1703102	7170158971	3	1051849	21	2	1	6	0	0	0	0	5	2	0	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	453	0	1	1
1703102	7170158971	4	1051849	20	1	1	3	0	0	0	0	5	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	453	0	1	1
1703102	7170159864	1	1051849	34	2	1	79	0	0	0	0	3	0	4400	1	0	10	0	0	3	6	1	0	0	0	4	4	0	16900	173	0	1	1
1703102	7170163855	1	1051849	19	1	8	45	4	90	1	1	1	0	0	1	0	4	60000	40	1	1	2	770	64	13	1	0	6260	60000	363	3500	1	1
1703102	7170163855	2	1051849	21	2	8	41	0	0	0	0	1	1	0	1	0	2	0	0	3	6	2	0	0	0	1	2	0	0	363	0	1	1
1703102	7170163855	3	1051849	24	1	8	14	0	0	0	0	5	2	0	2	4	4	0	0	0	0	2	0	0	0	0	0	0	0	363	0	1	1
1703102	7170164836	1	1051849	39	1	8	53	3	20	1	1	1	0	0	1	0	9	91000	40	1	1	2	9470	92	49	1	0	3820	91800	446	3100	1	1
1703102	7170164836	2	1051849	40	2	1	44	0	0	0	0	1	1	0	1	0	9	0	0	3	6	1	0	0	0	1	2	0	0	446	0	1	1
1703102	7170164836	3	1051849	42	1	8	14	0	0	0	0	5	2	0	2	4	4	0	0	0	0	2	0	0	0	0	0	0	0	446	0	1	1
1703102	7170164836	4	1051849	46	2	8	7	0	0	0	0	5	2	0	2	3	2	0	0	0	0	2	0	0	0	0	0	0	0	446	0	1	1
1703102	7170169842	1	1051849	32	2	1	59	3	45	1	1	1	0	0	1	0	14	80000	50	1	1	1	7860	83	35	1	4	2310	130000	501	3200	1	1
1703102	7170169842	2	1051849	36	1	1	59	1	45	1	1	1	1	0	1	0	13	82000	45	1	1	1	3190	100	52	1	0	60	132000	501	3200	1	1
1703102	7170174754	1	1051849	17	2	1	79	0	0	0	0	2	0	0	1	0	9	0	0	3	6	1	0	0	0	3	4	0	14700	149	0	1	1
1703102	7170186560	1	1051849	27	2	2	47	1	35	1	1	5	0	0	1	0	6	8000	20	1	1	1	6190	71	25	6	2	9140	8000	60	3100	1	1
1703102	7170186560	2	1051849	27	2	2	27	1	0	0	0	5	2	0	1	0	6	13100	30	1	6	1	8680	0	0	6	3	4020	13100	60	0	1	1
1703102	7170186560	3	1051849	67	1	2	26	1	0	0	0	5	2	0	1	0	6	0	0	2	6	1	5090	0	0	6	0	4220	0	60	0	1	1
1703102	7170186560	4	1051849	30	1	2	24	1	20	2	1	5	2	0	1	0	6	4300	21	1	1	1	6390	86	43	6	0	9620	4300	60	3500	1	1
1703102	7170186560	5	1051849	31	1	2	21	1	0	0	0	5	2	0	1	0	7	600	35	1	6	1	4190	0	0	6	0	9620	600	60	0	1	1
1703102	7170186560	6	1051849	28	2	2	18	0	0	0	0	5	2	0	2	5	7	0	0	3	6	1	0	0	0	6	4	0	580	60	0	1	1
1703102	7170186560	7	1051849	26	1	2	14	0	0	0	0	5	2	0	2	4	4	0	0	0	0	1	0	0	0	0	0	0	0	60	0	1	1
1703102	7170186560	8	1051849	29	2	2	11	0	0	0	0	5	5	0	2	4	2	0	0	0	0	1	0	0	0	0	0	0	0	60	0	1	1
1703102	7170186560	9	1051849	23	2	2	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60	0	1	1
1703102	7170188999	1	1051849	21	1	1	33	1	30	1	1	1	0	0	1	0	13	120000	60	1	1	1	4170	100	55	1	0	10	120000	501	3200	1	1
1703102	7170188999	2	1051849	32	2	8	32	7	5	1	1	1	1	0	1	0	13	20000	30	1	1	2	7580	107	67	1	1	5700	60000	501	3100	1	1
1703102	7170188999	3	1051849	24	2	8	4	0	0	0	0	5	2	0	3	1	1	0	0	0	0	2	0	0	0	0	0	0	0	501	0	1	1
1703102	7170188999	4	1051849	22	1	8	2	0	0	0	0	5	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	501	0	1	1
1703102	7170189373	1	1051849	26	2	2	38	1	0	0	0	5	0	0	1	0	9	8700	40	1	3	1	3090	0	0	6	2	7750	23700	144	0	1	1
1703102	7170189373	2	1051849	41	2	2	21	1	0	0	0	5	2	0	1	0	9	0	0	2	6	1	8680	0	0	6	4	4030	0	144	0	1	1
1703102	7170189373	3	1051849	28	1	2	16	0	0	0	0	5	2	0	2	5	6	0	0	3	6	1	0	0	0	6	0	0	0	144	0	1	1
1703102	7170190842	1	1051849	9	2	1	62	1	12	1	1	1	0	0	1	0	9	48000	40	1	1	1	2290	117	76	1	4	5120	48000	347	3100	1	1
1703102	7170190842	2	1051849	9	1	1	64	0	0	0	0	1	1	0	1	0	4	0	0	3	6	1	0	0	0	1	0	0	0	347	0	1	1
1703102	7170197167	1	1051849	26	1	1	76	1	4	1	1	1	0	0	1	0	9	28000	40	1	1	1	8190	211	125	1	0	4220	45000	483	3100	1	1
1703102	7170197167	2	1051849	26	2	1	72	6	0	0	0	1	1	0	1	0	8	6000	15	1	2	1	8990	0	0	1	4	4520	15000	483	0	1	1
1703102	7170197969	1	1051849	16	1	1	27	1	30	1	1	1	0	0	1	0	13	100000	50	1	1	1	7290	64	19	1	0	1530	100000	501	3100	1	1
1703102	7170197969	2	1051849	16	2	1	26	1	0	0	0	1	1	0	1	0	13	27000	40	1	3	1	7070	0	0	1	4	410	27000	501	0	1	1
1703102	7170201809	1	1051849	45	2	1	69	1	0	0	0	5	0	1100	1	0	12	400	3	1	3	1	9290	0	0	6	4	4610	18300	186	0	1	1
1703102	7170201809	2	1051849	78	2	1	69	1	60	1	1	5	9	2900	1	0	11	3500	8	1	1	1	770	184	106	6	4	5260	20300	207	3500	1	1
1703102	7170208756	1	1051849	27	1	8	43	6	20	1	1	1	0	0	2	6	10	0	30	1	1	2	7390	72	29	1	0	1110	60000	218	3100	1	1
1703102	7170208756	2	1051849	26	2	8	42	1	0	0	0	1	1	0	1	0	3	0	0	2	3	2	3990	0	0	1	2	9640	0	218	0	1	1
1703102	7170208756	3	1051849	25	2	8	17	9	0	0	0	5	2	0	2	5	7	0	0	3	3	2	9920	0	0	6	4	9920	0	218	0	1	1
1703102	7170208756	4	1051849	32	2	8	13	0	0	0	0	5	2	0	2	4	3	0	0	0	0	2	0	0	0	0	0	0	0	218	0	1	1
1703102	7170208756	5	1051849	34	2	8	10	0	0	0	0	5	2	0	2	3	2	0	0	0	0	2	0	0	0	0	0	0	0	218	0	1	1
1703102	7170208756	6	1051849	29	1	8	7	0	0	0	0	5	2	0	2	3	2	0	0	0	0	2	0	0	0	0	0	0	0	218	0	1	1
1703102	7170209344	1	1051849	101	2	2	38	1	15	1	1	5	0	0	1	0	9	33000	40	1	1	1	8590	145	91	6	1	4020	33000	236	3100	1	1
1703102	7170209344	2	1051849	93	2	2	3	0	0	0	0	5	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	236	0	1	1
1703102	7170210312	1	1051849	50	1	8	46	1	20	1	1	1	0	0	1	0	9	58000	50	1	1	2	3570	68	25	1	0	7700	65200	501	3100	1	1
1703102	7170210312	2	1051849	45	2	8	42	1	2	1	1	1	1	0	1	0	10	60000	40	1	1	2	690	172	106	1	2	5700	60000	501	3100	1	1
1703102	7170210312	3	1051849	57	1	8	19	1	0	0	0	5	2	0	3	6	10	2700	40	1	6	2	3570	0	0	6	0	8140	2700	501	0	1	1
1703102	7170210312	4	1051849	58	2	8	16	3	0	0	0	5	2	0	2	5	6	500	20	1	6	2	7860	0	0	6	4	5860	500	501	0	1	1
1703102	7170219984	1	1051849	104	2	8	44	1	0	0	0	1	0	0	1	0	3	0	0	2	6	2	1280	0	0	1	2	7700	20000	324	0	1	1
1703102	7170219984	2	1051849	105	1	8	38	1	30	1	1	1	1	0	1	0	11	60000	50	1	1	3	1090	52	13	1	0	430	60000	324	3200	1	1
1703102	7170219984	3	1051849	95	1	8	16	0	0	0	0	5	2	0	2	5	5	0	0	3	6	24	0	0	0	6	0	0	0	324	0	1	1
1703102	7170219984	4	1051849	124	2	8	8	0	0	0	0	5	2	0	2	3	2	0	0	0	0	24	0	0	0	0	0	0	0	324	0	1	1
1703102	7170219984	5	1051849	114	1	8	7	0	0	0	0	5	2	0	2	3	2	0	0	0	0	24	0	0	0	0	0	0	0	324	0	1	1
1703102	7170227032	1	1051849	32	2	1	43	1	0	0	0	3	0	0	1	0	9	0	0	2	6	1	7690	0	0	4	2	4220	0	0	0	1	1
1703102	7170227032	2	1051849	31	1	8	14	0	0	0	0	5	2	0	2	4	4	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	1
1703102	7170234520	1	1051849	16	2	1	78	0	0	0	0	2	0	4500	1	0	10	0	0	3	6	1	0	0	0	3	4	0	12900	105	0	1	1
1703102	7170234520	2	1051849	39	2	1	40	9	0	0	0	5	2	0	1	0	9	0	0	3	3	1	9920	0	0	6	4	9920	0	105	0	1	1
1703102	7170235505	1	1051849	28	2	2	52	1	15	0	2	3	0	0	1	0	9	13000	30	1	1	1	6180	79	37	4	2	9120	13000	91	3100	1	1
1703102	7170235505	2	1051849	43	2	2	13	0	0	0	0	5	2	0	2	4	4	0	0	0	0	1	0	0	0	0	0	0	0	91	0	1	1
